"subject_session","gender","age","ageGroup","BAT_all_dprime","BAT_fast_dprime","BAT_med_dprime","BAT_slow_dprime","DurDisc_threshold","Anisochrony_tones_threshold","Anisochrony_music_threshold","Unpaced_spontaneous_right_CV_iti","Unpaced_spontaneous_right_mean_iti","Paced_metro_450_mean_CV_iti","Paced_metro_450_vecDirPct","Paced_metro_450_vecLenLogit","Paced_metro_600_mean_CV_iti","Paced_metro_600_vecDirPct","Paced_metro_600_vecLenLogit","Paced_metro_750_mean_CV_iti","Paced_metro_750_vecDirPct","Paced_metro_750_vecLenLogit","Paced_music_badine_mean_CV_iti","Paced_music_badine_vecDirPct","Paced_music_badine_vecLenLogit","Paced_music_ross_mean_CV_iti","Paced_music_ross_vecDirPct","Paced_music_ross_vecLenLogit"
"E02_POST","F",66,"Age_55_87",2.91659083234631,2.47896575818321,2.64235021598702,3.48272877835648,22.88818359375,11.6921997070312,11.3214111328125,0.0328655484907729,681.991319444444,0.0370351546957145,-9.15910101263933,4.0832424184432,0.0303597065794771,-3.9716195634285,3.47954034009219,0.0465529353481106,-4.69471272481294,3.49302996599896,0.0300710950489881,2.27212665947343,4.11871605167087,0.0383949987697852,-0.421505543911392,4.17944626397993
"E03_POST","F",69,"Age_55_87",4.37250688160966,3.48272877835648,3.48272877835648,3.48272877835648,14.3646240234375,8.49105834960938,15.9037399291992,0.0514286387606474,742.55615942029,0.0398507704885306,-3.28262902862558,3.94302153371278,0.0318470678775047,-1.50840922716455,4.4280658372099,0.0439751083511226,-0.532548732079597,3.72572499100163,0.0369523285962767,0.691942323616797,4.10620497298611,0.0259617787290631,1.97213934015222,4.76775920853703
"E05_POST","F",62,"Age_55_87",2.61108067272333,1.78821365443408,2.94492105795371,2.85693152643513,42.626953125,NA,10.0796556472778,0.0458677230490902,689.984797297297,0.0649067542584386,1.11993200440765,2.22036871766998,0.0513759026754926,-0.809102056651622,3.33291074690173,0.0582978989538075,-3.53978104312339,3.47915825688987,0.0854247324178652,5.78006054600444,0.178063713204324,0.0378604625015585,-1.98726334392984,2.07658381518926
"E11_POST","F",67,"Age_55_87",3.4266443254641,2.85693152643513,2.94492105795371,3.48272877835648,10.5743408203125,14.0528869628906,NA,0.0344208711662635,692.612157534247,0.0272282757634368,-13.054039268675,3.53708473646359,0.0267987878768926,-4.40182473132203,4.60133290051661,0.0320099353539926,-2.78929891927442,3.65220680194963,0.0601151249187889,1.07278176055265,0.171246150688202,0.0375232860321891,0.751323292771033,2.99928946541007
"E12_POST","F",70,"Age_55_87",2.71226886118016,2.64235021598702,1.74120592774889,2.41401090635543,38.616943359375,12.7180480957031,23.477783203125,0.0527114478349973,672.9775,0.0588420833004336,-2.17074935529164,3.01541601533237,0.0424868790735995,-2.51569787015423,3.21709570942118,0.045686877620919,-3.07642133012261,3.61320480995636,0.0506173482965931,0.0912158446783133,3.00197546955012,0.0543843733747159,-0.220788542939444,2.94694412062057
"E13_POST","F",66,"Age_55_87",2.8453875183752,2.05107074903555,2.64235021598702,2.41401090635543,46.17919921875,14.0528869628906,13.5955810546875,0.0367550992190809,473.877232142857,0.0415722081830171,-3.58081103557931,3.89569010594727,0.0257840360484385,-6.96908250851639,4.32818427017396,0.0406270041324217,-2.27598843012794,3.81057835235967,0.0282279333249604,1.45107917337354,4.31742240713514,0.0457039733916252,6.64476373903383,1.93954934410468
"E14_POST","F",65,"Age_55_87",1.79558540758021,1.63391838699317,2.05107074903555,1.94115803778044,8.7158203125,13.5049438476562,29.37744140625,0.039326637794652,449.813586956522,0.0273541596746046,-2.86166344422139,4.01127467137527,0.0375508205363739,-2.66452242295552,3.59071514728465,0.0446878781965551,-16.5342371467521,0.0127426739796854,0.0325886449746623,1.62791372504809,4.10907765755515,0.0389413049348756,-0.624364786674825,4.02923288005904
"E15_POST","F",68,"Age_55_87",2.71226886118016,1.89252572848872,2.41401090635543,2.41401090635543,27.520751953125,9.05033111572267,14.8191833496094,0.0543427185515068,421.571646341463,0.0505590781922233,-4.42474979482756,2.81463270469993,0.041250115946372,-7.42845129308003,2.83642475118705,0.0488850057007642,-4.1880864636415,2.93353038631858,0.0291913685564869,4.99529058291961,4.36446046974971,0.0414023254280056,-2.70443125191399,3.19516160534476
"F01_POST","F",74,"Age_55_87",2.20782337742757,1.89252572848872,1.44523170829721,1.89252572848872,33.343505859375,8.19442749023438,13.5554122924805,0.0366530956551084,880.827272727273,0.0422985252338719,-7.66127338598422,2.08280422873506,0.039930443946797,-4.85976565274858,2.64946873031251,0.0494109373449961,-2.1891942628757,3.02099776577769,0.0314448595707555,2.20016761975456,2.56440934319045,0.0415043453900377,-1.54321669492522,2.67610988336568
"F02_POST","F",72,"Age_55_87",2.25982088021515,1.13536688701056,2.41401090635543,1.89252572848872,30.3497314453125,18.39111328125,11.7890167236328,0.0502509430004046,712.528571428571,0.0464256812705238,4.10998386537642,3.66622875477417,0.0454335671663033,1.43684881819311,2.96729999363853,0.053391695160962,-0.172453270670095,3.07391595583189,0.053685911966083,-0.488295586228478,3.23323987163953,0.0362106907863552,0.344827935821206,3.70946580280068
"F03_POST","F",71,"Age_55_87",3.92561964149907,3.48272877835648,3.48272877835648,2.94492105795371,20.4860687255859,12.3843383789062,8.6517333984375,0.0417943733530806,825.501096491228,0.0383110573899148,-10.7061258408399,3.48544819350664,0.0262786789147975,-6.43800020048439,4.01911193797949,0.0329482948673258,-2.96608887590617,4.0564695779946,0.0250099645988761,-0.2494736949869,4.53521955845794,0.0291482581845389,-0.620893873755353,4.51591094864377
"F06_POST","M",82,"Age_55_87",2.09094986096266,2.64235021598702,2.22212303565524,0.967421566101701,NA,5.46295166015625,15.3274726867676,0.0487944495426945,865.36375,0.0499229478550916,0.0342875362785314,3.60610016253227,0.0460134121348818,2.26356115058106,3.53515945800503,0.0399902224708952,-3.53450352548461,2.78521528421169,0.0641950406498376,2.87753615621969,3.05621871301268,0.0655540726288649,2.85506922341919,2.81198556921759
