,subject_session,gender,age,ageGroup,BAT_all_dprime,BAT_fast_dprime,BAT_med_dprime,BAT_slow_dprime,BAT_all_hits,BAT_fast_hits,BAT_med_hits,BAT_slow_hits,BAT_all_fa,BAT_fast_fa,BAT_med_fa,BAT_slow_fa,DurDisc_threshold,Anisochrony_tones_threshold,Anisochrony_music_threshold,Unpaced_spontaneous_right_CV_iti,Unpaced_spontaneous_final_right_CV_iti,Unpaced_fast_CV_iti,Unpaced_slow_CV_iti,Unpaced_spontaneous_right_mean_iti,Unpaced_spontaneous_final_right_mean_iti,Unpaced_fast_mean_iti,Unpaced_slow_mean_iti,Paced_metro_450_mean_CV_iti,Paced_metro_450_vecDirPct,Paced_metro_450_mean_vector_direction,Paced_metro_450_vecLenLogit,Paced_metro_600_mean_CV_iti,Paced_metro_600_vecDirPct,Paced_metro_600_mean_vector_direction,Paced_metro_600_vecLenLogit,Paced_metro_750_mean_CV_iti,Paced_metro_750_vecDirPct,Paced_metro_750_mean_vector_direction,Paced_metro_750_vecLenLogit,Paced_music_badine_mean_CV_iti,Paced_music_badine_vecDirPct,Paced_music_badine_mean_vector_direction,Paced_music_badine_vecLenLogit,Paced_music_ross_mean_CV_iti,Paced_music_ross_vecDirPct,Paced_music_ross_mean_vector_direction,Paced_music_ross_vecLenLogit,Adaptive_adaptation_index_acceleration,Adaptive_adaptation_index_deceleration,Adaptive_iso_600_CV_iti,Adaptive_minus_30_dprime2,Adaptive_minus_75_dprime2,Adaptive_plus_30_dprime2,Adaptive_plus_75_dprime2,SyncCont_metro_450_mean_CV_iti,SyncCont_metro_600_mean_CV_iti,SyncCont_metro_750_mean_CV_iti,SyncCont_metro_450_mean_mean_iti,SyncCont_metro_600_mean_mean_iti,SyncCont_metro_750_mean_mean_iti
0,A01_POST,F,26,Age_22_29,4.37250688160966,3.48272877835648,3.48272877835648,3.48272877835648,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,15.380859375,5.62671661376953,21.5347051620483,0.0382924604360939,0.038238643799732,0.0614612791220893,0.0340140922110458,549.550531914894,523.833125,270.690789473684,695.444256756757,0.0443142840018646,-3.31051586797197,-11.9178571246991,3.55285444213422,0.0437785503241451,0.0092246268923303,0.0332086568123892,3.70289925927592,0.0371075760662272,0.906865818630589,3.26471694707012,3.84101754786324,0.0328896962612981,-1.5946413793802,-5.74070896576871,3.99181125709058,0.0403687985920277,-2.80364385213506,-10.0931178676862,3.5832365851552,1.1779263117284,0.720100308641976,0.035982625028149,3.34772925859631,3.94154732608769,3.34772925859631,3.94154732608769,0.0394750354265886,0.035840076793598,0.0297029112110851,448.518973214286,595.041294642857,781.641203703704
1,A03_POST,F,22,Age_22_29,1.74199223662014,1.60729381327092,1.10300823539489,2.94492105795371,91.6666666666667,100.0,81.25,93.75,33.3333333333333,62.5,37.5,0.0,37.2299194335938,7.78656005859375,9.87050771713256,0.0708241099790804,0.0823477999451045,0.0609969871643482,0.0787166935314965,575.934752747253,536.625679347826,260.772368421053,1625.6099137931,0.0655647738061527,-8.67296491019294,-31.2226736766946,2.46373404064521,0.0639172293503123,-4.46981594158158,-16.0913373896937,2.37930346162236,0.0961619883012892,-5.31512268861142,-19.1344416790011,1.86026696452083,0.0618642753577005,-2.94104340503131,-10.5877562581127,1.90563864102262,0.0841362894781391,-18.4474429561034,-66.4107946419723,0.452546387249051,1.7552662037037,1.88463541666667,0.0947275001794186,1.77813657551053,3.34772925859631,0.877118762958676,1.85486147530121,0.0691559140876715,0.0695079455234614,0.0636500218231728,427.771551724138,608.898052647783,781.208965517241
2,A04_POST,F,22,Age_22_29,3.68878817743353,2.64235021598702,3.48272877835648,3.48272877835648,95.8333333333333,87.5,100.0,100.0,0.0,0.0,0.0,0.0,30.3657531738281,7.92097091674807,8.28326225280762,0.0378521596693552,0.048465156546802,0.0726322054522271,0.0425811495487994,563.443484042553,551.989247311828,281.089185393258,1126.57738095238,0.0500855290310154,-1.64195794996822,-5.91104861988559,3.09419533181753,0.0432445322084539,0.105385856607486,0.379389083786949,3.46100613642552,0.0564100027936857,-1.20692010804998,-4.34491238897991,3.14943767082392,0.0473405274195744,6.42740770662631,23.1386677438547,3.87768176636615,0.0499593235041645,4.09334216084219,14.7360317790319,3.40898550328069,1.5825,1.51022569444444,0.0498068503802044,0.560304066917896,3.94154732608769,2.25092569650279,3.94154732608769,0.0495898406078568,0.0359417469171317,0.0352880610386666,452.724816411239,614.121527777778,741.249272127329
3,A05_POST,F,23,Age_22_29,0.726872065167202,0.231336290482602,1.04730772886227,0.967421566101701,66.6666666666667,81.25,68.75,50.0,37.5,75.0,25.0,12.5,45.5535888671875,14.5441818237305,23.4722900390625,0.0571081662336376,0.0656965178414968,0.0454400570384337,0.0464513803452124,787.305443548387,710.471830985916,329.340460526316,2190.0,0.0553314175506235,-14.407778298462,-51.8680018744633,3.28511614194427,0.0480143384464965,-10.9114898243455,-39.2813633676439,3.44085173046563,0.0410413997157257,-3.20514673251433,-11.5385282370516,3.49720542100245,0.0562284899613375,3.460529661689105,12.45790678208078,-1.74770819024702,0.0844044533886309,3.460529661689105,12.45790678208078,-1.83962191113863,1.0496412037037,0.832029320987656,0.0575138749248254,1.77813657551053,3.94154732608769,2.88856784947203,3.48238591696341,0.0565972281287371,0.0451130225187164,0.0425750457299357,452.283482142857,577.428879310345,795.985803571429
4,A07_POST,M,22,Age_22_29,1.97287451257165,1.63391838699317,1.94115803778044,2.01655296406567,91.6666666666667,93.75,93.75,87.5,25.0,37.5,25.0,12.5,26.03759765625,11.8130922317505,15.6101989746094,0.0656017570430554,0.0481705233595898,0.0517172987981355,0.0508692049741964,334.469696969697,515.88875,239.635752688172,465.849662162162,0.0751245352582532,-0.945641159803497,-3.40430817529259,2.93463598142075,0.0415487908110802,0.936435877443908,3.37116915879807,3.7918607186133,0.0481356098620101,-3.48251580832417,-12.537056909967,3.12153830438024,0.0431465182923486,2.44439991778562,8.79983970402823,3.71665684325761,0.0635706897173233,2.63325299494263,9.47971078179346,2.71466581715736,1.85983072916667,0.197206721230158,0.0677426925413788,1.04390569261521,2.88856784947203,0.359144285774606,2.20380644263142,0.0706643871775302,0.0442628011140743,0.040514723740931,396.868534482759,559.613146551724,705.372844827586
5,A08_POST,M,18,Age_18_21,2.61108067272333,1.63858719581375,2.94492105795371,2.94492105795371,91.6666666666667,87.5,93.75,93.75,8.33333333333333,25.0,0.0,0.0,56.89697265625,10.4150390625,21.273136138916,0.0659630359614964,0.0554308266349158,0.0668167189749183,0.119358239761808,462.941123188406,446.648230088496,450.832547169811,1053.59943181818,0.0638366603026575,-4.70250939941861,-16.929033837907,2.38964782951817,0.0603859835773604,0.247403689661075,0.890653282779871,3.05170755458763,0.0553069499784009,-1.56679924301223,-5.64047727484404,2.63220695981316,0.0568388084461202,0.810878370031361,2.9191621321129,2.87833403207826,0.0435266540675491,0.302962443990894,1.09066479836722,3.50475394654797,1.42985146604938,1.09840856481481,0.0503337868331387,0.634213759545641,2.20380644263142,1.13997236193157,3.0604781090957,0.0670522491179977,0.0505997833054043,0.0588307390255276,438.337284482759,575.716594827586,730.379310344828
6,A09_POST,M,25,Age_22_29,3.68878817743353,2.94492105795371,3.48272877835648,2.94492105795371,95.8333333333333,93.75,100.0,93.75,0.0,0.0,0.0,0.0,68.75,14.0528869628906,12.3225402832031,0.0509563053632469,0.0395283980100304,0.0619769052027302,0.0436628397717189,496.730140186916,650.033333333333,353.188461538462,788.447265625,0.0394384976972448,-15.7470832369124,-56.6894996528846,2.09983000986486,0.0532938990122093,-9.66265323567531,-34.7855516484311,1.43034774906591,0.0462900314181336,-4.13463591199311,-14.8846892831752,2.41602977378175,0.0354019025143079,1.14526094413051,4.12293939886983,4.50007936474962,0.035040587925458,5.60612424369611,20.182047277306,4.01076889557928,1.25306712962963,1.82144097222222,0.0798747530724896,2.9987842912661,3.94154732608769,1.77813657551053,3.94154732608769,0.0415125277510014,0.0412616830412808,0.0491932217174779,447.5703125,595.805072352217,766.977570242656
7,A11_POST,F,26,Age_22_29,2.8453875183752,2.22212303565524,2.41401090635543,2.41401090635543,79.1666666666667,75.0,81.25,81.25,0.0,0.0,0.0,0.0,51.7333984375,21.851806640625,23.433837890625,0.0692358384924385,0.059474860037727,0.0662407846235028,0.047673880153831,1286.88671875,978.445652173913,195.016698473282,2317.5625,0.0742060971218608,-8.82415238137636,-31.7669485729549,2.5197486831331,0.061006355542714,0.203701943369754,0.733326996131116,2.67991877478116,0.0562491396873752,4.20380625528047,15.1337025190097,3.13767621641432,0.0645503112984807,9.2356481394795,33.2483333021262,1.11154051205466,0.0943239647341347,6.36109770153644,22.8999517255312,-0.620004320895151,1.82522569444444,1.68367283950617,0.0611999424955842,1.77813657551053,3.94154732608769,2.48080981408203,3.94154732608769,0.0571360122174006,0.0441255907954108,0.0558169018598776,441.241186884236,609.145435652709,816.128605769231
8,A12_POST,F,20,Age_18_21,1.06473668246072,1.41024788618216,0.581523057528175,1.11540867582754,66.6666666666667,81.25,62.5,56.25,25.0,25.0,37.5,12.5,41.63818359375,21.5798950195312,9.30473327636719,0.0756489560923846,0.130470477985271,0.0761410452446911,0.0883916796849694,1026.94551282051,927.673076923077,808.106617647059,1289.47135416667,0.115156678955475,-6.444677265908235,-23.200838157269654,-0.83150783572321,0.127333963613561,7.51469689450214,27.0529088202077,-0.259200338863045,0.114680749864253,1.67228986000331,6.02024349601192,0.230886290682899,0.487302795047905,6.3591275401353595,22.8928591444873,-0.178474099147227,0.144552309240521,6.3591275401353595,22.8928591444873,-1.17278799180324,1.25045717592593,1.25045717592593,0.05839360191895375,2.547834730248485,2.547834730248485,2.981294452505625,2.981294452505625,0.0907317826408696,0.0868506847221608,0.0703888951816847,522.081684782609,736.797616106719,848.784250452899
9,A13_POST,F,20,Age_18_21,3.2684246320987,2.94492105795371,2.41401090635543,2.94492105795371,89.5833333333333,93.75,81.25,93.75,0.0,0.0,0.0,0.0,28.9031982421875,9.73320007324215,11.3492202758789,0.0405527511333392,0.042279898592152,0.0513536011173559,0.0590801784929987,549.44140625,595.434523809524,393.814484126984,780.59375,0.0667581228109214,-4.92084058564503,-17.7150261083221,2.92758058097424,0.0447013212900238,-0.102935464677857,-0.370567672840286,3.16161697226897,0.0549982810963684,-0.21617672583329,-0.778236212999845,3.25084212875969,0.0682201377333133,1.0495196848288,3.77827086538367,3.02661197285095,0.0759350911703234,-16.6172921490994,-108.060921278098,0.935519608660137,0.959453124999999,1.39352430555556,0.0538884530242211,2.53962288214182,3.48238591696341,2.25092569650279,3.94154732608769,0.0479770731757103,0.0397470787070397,0.0520732847044735,455.52306547619,593.049107142857,747.848214285714
